"(672, 11730)"
"(688, 10130)"
"(656, 10834)"
"(656, 11458)"
"(656, 11602)"
"(672, 11410)"
"(656, 11490)"
"(672, 11282)"
"(688, 11138)"
"(656, 11170)"
"(672, 11426)"
"(704, 10978)"
"(656, 10434)"
"(640, 10530)"
"(656, 11218)"
"(672, 11090)"
"(672, 11154)"
"(672, 11138)"
"(656, 11426)"
"(656, 11602)"
"(656, 11218)"
"(640, 10466)"
"(704, 13491)"
"(656, 10962)"
"(672, 10594)"
"(688, 12739)"
"(688, 11874)"
"(656, 10930)"
"(656, 10434)"
"(640, 5969)"
"(736, 10466)"
