608
592
640
592
640
656
592
640
608
656
672
624
592
640
608
640
528
608
640
592
656
13539
5185
21861
37433
1152
640
608
26390
608
656
5569
14035
18276
560
640
608
864
18228
640
32551
35096
31383
24565
640
592
